2019.07.29 17:07:44,01000000000022,01000000000022,1
2019.07.29 17:07:56,01000000000021,01000000000022,0
2019.07.29 17:08:50,01000000000022,01000000000022,1
2019.07.29 17:09:20,01000000000012,01000000000022,0
2019.07.29 17:17:28,0100000000004D,01000000000022,0
2019.07.29 17:19:40,0100000000004D,0000000000004E,0
2019.07.29 17:20:04,0100000000004E,0000000000004E,0
2019.07.29 17:20:11,01000000000042,0000000000004E,0
2019.07.29 17:23:22,0000000000004E,0000000000004E,1
2019.07.29 17:23:29,0000000000004D,0000000000004E,0
2019.07.29 17:23:32,0000000000004E,0000000000004E,1
2019.07.29 17:24:40,0000000000004E,0000000000004E,1
2019.07.29 17:25:04,0000000000004E,0000000000004E,1
2019.07.29 17:25:11,0000000000004,0000000000004E,0
2019.07.30 14:47:02,智能锁,01000000000023,01000000000000,0
2019.07.30 14:53:27,智能锁,01000000000023,01000000000000,0
2019.07.30 15:10:13,智能锁,01000000000023,01000011223323,2019.07.30 15:17:38,智能锁,01000000000023,01000000000025
2019.07.30 15:17:52,智能锁,01000000000023,01000000000025
2019.07.30 15:18:12,智能锁,01000000000025,01000000000025
2019.07.30 15:18:28,智能锁,01000000000023,01000000000025
2019.07.30 15:18:33,智能锁,01000000000023,01000000000025
2019.07.30 15:18:37,智能锁,01000000000023,01000000000025
2019.07.30 15:18:52,智能锁,01000000000025,01000000000025
2019.07.30 15:19:01,智能锁,01000000000025,01000000000025
2019.08.09 15:55:11,智能锁,01000000000022,01000000000022
2019.08.09 15:56:03,智能锁,01000000000022,01000000000022
2019.08.09 15:56:54,智能锁,01000000000027,01000000000022
2019.08.09 15:57:06,智能锁,01000000000022,01000000000022
2019.08.09 15:57:11,智能锁,01000000000022,01000000000022
2019.08.09 15:57:15,智能锁,01000000000027,01000000000022
2019.08.09 15:57:22,智能锁,01000000000022,01000000000022
2019.08.09 15:57:27,智能锁,01000000000022,01000000000022
